Internal_ID,tileAddress
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1480-r34-c28-x27648-y33792-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1291-r30-c15-x14336-y29696-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1195-r28-c7-x6144-y27648-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1024-r24-c12-x11264-y23552-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num236-r6-c16-x15360-y5120-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1082-r25-c26-x25600-y24576-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1786-r41-c26-x25600-y40960-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1880-r43-c32-x31744-y43008-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1294-r30-c18-x17408-y29696-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num928-r22-c4-x3072-y21504-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1826-r42-c22-x21504-y41984-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1395-r32-c31-x30720-y31744-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1068-r25-c12-x11264-y24576-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1835-r42-c31-x30720-y41984-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1468-r34-c16-x15360-y33792-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1921-r44-c29-x28672-y44032-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num2059-r47-c35-x34816-y47104-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num767-r18-c19-x18432-y17408-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num422-r10-c26-x25600-y9216-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num2048-r47-c24-x23552-y47104-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1875-r43-c27-x26624-y43008-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1250-r29-c18-x17408-y28672-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num973-r23-c5-x4096-y22528-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1659-r38-c31-x30720-y37888-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1308-r30-c32-x31744-y29696-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num556-r13-c28-x27648-y12288-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1376-r32-c12-x11264-y31744-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1645-r38-c17-x16384-y37888-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1913-r44-c21-x20480-y44032-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1335-r31-c15-x14336-y30720-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1600-r37-c16-x15360-y36864-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1877-r43-c29-x28672-y43008-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1838-r42-c34-x33792-y41984-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1879-r43-c31-x30720-y43008-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1573-r36-c33-x32768-y35840-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num1116-r26-c16-x15360-y25600-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num509-r12-c25-x24576-y11264-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num985-r23-c17-x16384-y22528-w1024-h1024.png
1289,/media/amax/f30805f9-1e6b-43a3-91da-6fffa2c90b34/WSIfujian/Raw_WSI_Tiles_resize512_CN/1289/Tiles/Num504-r12-c20-x19456-y11264-w1024-h1024.png
